index	study_id	id	author	year	group	group_id	group_desc	url	country	region	city	time_MAX	time_50	time_MIN	detailed_time	exp_dur	fu_dur	age_base	age_SD	days_ps	days_cat	yrs_ps	stroke_type	nihss_base	mmse_base	mMmse_base	fim_base	brunstrom_base	frenchay_base	fac_base	barthel_base	mBarthel_base	motricity_base	BBS_base	BBT_base	gcs_base	MAS_base	sis_base	rivermead_base	ashworth_base	mAshworth_base	rankin_base	bdi_base	cesd_base	OPS_base	terminal_dropout	outcome_name	fma_outcome	speed_outcome	SCOAR_outcome	p_outcome_stated	itt_analysis	base_n	base_m	base_sd	difference_score	term_n	term_m	term_sd	diff_base	diff_term	fu_n	fu_m	fu_sd	est_corr	term_diff	term_s_diff	fu_diff	fu_s_diff	term_d	fu_d	j_corr_factor	term_g	fu_g	term_Vd	fu_Vd	term_Vg	fu_Vg
633	174	timmermans2013	timmermans	2013	exp	397	video instructed mental practice + CPT	http://www.ncbi.nlm.nih.gov/pubmed/23273853	netherlands		maastricht					42	365	59.7		36.1	<90days	0.09890411	0						56.8		70.3															1	fma-ue	fma		lohse	0	1	20	47		0	19	52				18	60		0.5	5		13				0.96						
634	175	timmermans2014	timmermans	2014	ctrl	398	task oriented non-robotic training	http://www.jneuroengrehab.com/content/11/1/45	netherlands		maastricht	32	32	32	1	56	236	56.8		1350.5	>1year	3.7	0		>26																<3					0	fma-ue	fma		lohse	1	1	11	53		0	11	54				11	53		0.5	1		0				0.923076923						
635	175	timmermans2014	timmermans	2014	exp	399	robot-assisted arm-hand training	http://www.jneuroengrehab.com/content/11/1/45	netherlands		maastricht	32	32	32	1	56	236	61.8		1022	>1year	2.8	0		>26																<3					0	fma-ue	fma		lohse	1	1	11	50		0	11	55				11	52		0.5	5		2				0.923076923						
636	176	treger2012	treger	2012	ctrl	400	standard care	http://www.ncbi.nlm.nih.gov/pubmed/22750958	israel		tel aviv	17.5	17.5	17.5	1	14		61.5		23.3	<90days	0.063835616	1	3.4			27.5																			0	mft			lohse	0	0	19	6.3	22	1	19	9.8							0.5	3.5	22		22	0.159090909		0.957746479	0.152368758		0.053297629		0.04888876	
637	176	treger2012	treger	2012	exp	401	mcimt	http://www.ncbi.nlm.nih.gov/pubmed/22750958	israel		tel aviv	57.5	37.5	17.5	1	14		62		39.8	<90days	0.109041096	1	3.5			17.4																			0	mft			lohse	0	0	9	10.2	21.6	1	9	15.6							0.5	5.4	21.6		21.6	0.25		0.903225806	0.225806452		0.114583333		0.093479015	
638	177	van de port2012	van de port	2012	ctrl	402	usual physiotherapy	http://www.bmj.com/content/344/bmj.e2672	netherlands		utrecht					84	168	58	10	103	<1year	0.282191781	1							4.53								77.8	12.35							7	sis mobility subscale			lohse	1	1	124	77.8	15	0	117	83.73	13.25			117	84.42	14.48	0.5	5.93	14.17763133	6.62	14.74990481	0.418264509	0.448816456	0.99389002	0.415708921	0.446074196	0.00876994	0.008876759	0.008663099	0.008768617
639	177	van de port2012	van de port	2012	exp	403	progressive circuit training	http://www.bmj.com/content/344/bmj.e2672	netherlands		utrecht	36	36	36	1	84	168	56	10	91	<1year	0.249315068	1							4.64								80.9	12.67							1	sis mobility subscale			lohse	1	1	126	80.9	13.04	0	125	87.27	12.38			125	86.56	13.19	0.5	6.37	12.71560809	5.66	13.11491324	0.500959133	0.431569763	0.993987976	0.497947354	0.428975155	0.008932381	0.008675605	0.008825301	0.008571603
640	177	van de port2012	van de port	2012	ctrl	402	usual physiotherapy	http://www.bmj.com/content/344/bmj.e2672	netherlands		utrecht					84	168	58	10	103	<1year	0.282191781	1							4.53								77.8	12.35							7	5mwt			USU	1	1	124	0.8	0.4	0	117	0.89	0.36	0	0	117	0.94	0.39	0.5	0.09	0.381110467	0.14	0.395178049	0.236152002	0.35427069	0.99389002	0.234709119	0.352106103	0.008289386	0.008570596	0.0081884	0.008466183
641	177	van de port2012	van de port	2012	exp	403	progressive circuit training	http://www.bmj.com/content/344/bmj.e2672	netherlands		utrecht	36	36	36	1	84	168	56	10	91	<1year	0.249315068	1							4.64								80.9	12.67							1	5mwt			USU	1	1	126	0.9	0.3	0	125	1.1	0.3	0	0	125	1.1	0.3	0.5	0.2	0.3	0.2	0.3	0.666666667	0.666666667	0.993987976	0.662658651	0.662658651	0.009700176	0.009700176	0.009583892	0.009583892
642	177	van de port2012	van de port	2012	ctrl	402	usual physiotherapy	http://www.bmj.com/content/344/bmj.e2672	netherlands		utrecht					84	168	58	10	103	<1year	0.282191781	1							4.53								77.8	12.35							7	6minwt			USU	1	1	124	306	135	0	117	354	145	0	0	117	366	151	0.5	48	139.9428305	60	142.9894662	0.342997207	0.419611329	0.99389002	0.340901501	0.417047513	0.0085389	0.008774491	0.008434873	0.008667594
643	177	van de port2012	van de port	2012	exp	403	progressive circuit training	http://www.bmj.com/content/344/bmj.e2672	netherlands		utrecht	36	36	36	1	84	168	56	10	91	<1year	0.249315068	1							4.64								80.9	12.67							1	6minwt			USU	1	1	126	339	120	0	125	412	117	0	0	125	416	118	0.5	73	118.5155168	77	119.0082175	0.6159531	0.647014144	0.993987976	0.612249976	0.64312428	0.009442056	0.009597727	0.009328866	0.009482671
644	177	van de port2012	van de port	2012	ctrl	402	usual physiotherapy	http://www.bmj.com/content/344/bmj.e2672	netherlands		utrecht					84	168	58	10	103	<1year	0.282191781	1							4.53								77.8	12.35							7	tug			USU	1	1	124	18	19	0	117	15	16	0	0	117	14.6	13.79	0.5	-3	17.60788621	-3.4	16.67584573	0.170378202	0.20388771	0.99389002	0.169337195	0.20264196	0.008181567	0.008232138	0.008081894	0.008131849
645	177	van de port2012	van de port	2012	exp	403	progressive circuit training	http://www.bmj.com/content/344/bmj.e2672	netherlands		utrecht	36	36	36	1	84	168	56	10	91	<1year	0.249315068	1							4.64								80.9	12.67							1	tug			USU	1	1	126	15	10	0	125	11	7	0	0	125	11	8	0.5	-4	8.637268645	-4	9.05937576	0.463109365	0.441531526	0.993987976	0.460325141	0.438877027	0.00878758	0.008710119	0.008682236	0.008605703
646	178	van deldan2013	van deldan	2013	ctrl	404	coventional therapy	http://www.ncbi.nlm.nih.gov/pubmed/23868279	netherlands		amsterdam	18	18	18	1	42	84	56.9		77.7	<90days	0.212876712	0		>23								61.9					collected								3	arat			lohse	1	0	19	23.3	15.4	1	16	39.2		0	1	15	40.7		0.5	15.9	15.4	17.4	15.4	1.032467532	1.12987013	0.957746479	0.988842144	1.082129138	0.080683926	0.086226487	0.074009616	0.079093687
647	178	van deldan2013	van deldan	2013	exp	405	mCIMT	http://www.ncbi.nlm.nih.gov/pubmed/23868279	netherlands		amsterdam	198	108	18	1	42	84	59.8		64.4	<90days	0.176438356	0		>23								65.4					collected								1	arat			lohse	1	0	22	23.8	16.8	1	21	38.4		0	1	20	42.9		0.5	14.6	16.8	19.1	16.8	0.869047619	1.136904762	0.963855422	0.837636259	1.095811819	0.062619176	0.074830737	0.058174297	0.069519047
648	178	van deldan2013	van deldan	2013	exp	406	bilateral arm training with auditory cuing	http://www.ncbi.nlm.nih.gov/pubmed/23868279	netherlands		amsterdam	18	18	18	1	42	84	62.6		54.6	<90days	0.149589041	0		>23								63.9					collected								1	arat			lohse	1	0	19	25.8	16.1	1	18	39.9		0	1	17	44.4		0.5	14.1	16.1	18.6	16.1	0.875776398	1.155279503	0.957746479	0.838771761	1.106464876	0.072815376	0.087754493	0.066791966	0.080495294
649	179	van der lee1999	van der lee	1999	ctrl	407	bimanual training using neurodevelopmental methods	http://www.ncbi.nlm.nih.gov/pubmed/10548673	netherlands		amsterdam	60	60	60	1	14	365	62		985.5	>1year	2.7	1		>21																					0	arat			lohse	1	1	31	28.3	13.3	0	30	30	13.9			29	30.7	14.2	0.5	1.7	13.59822396	2.4	13.74184398	0.125016326	0.17464905	0.974789916	0.121864654	0.170246133	0.032510146	0.032750037	0.030891641	0.031119589
650	179	van der lee1999	van der lee	1999	exp	408	forced use therapy	http://www.ncbi.nlm.nih.gov/pubmed/10548673	netherlands		amsterdam	60	60	60	1	14	365	59		1241	>1year	3.4	1		>21																					0	arat			lohse	1	1	31	33.4	10.6	0	31	39.2	13.1			29	38.5	13.6	0.5	5.8	11.91574589	5.1	12.14118099	0.486750897	0.420057983	0.974789916	0.474479866	0.409468286	0.036079459	0.035104011	0.034283257	0.033356372
651	179	van der lee1999	van der lee	1999	ctrl	407	bimanual training using neurodevelopmental methods	http://www.ncbi.nlm.nih.gov/pubmed/10548673	netherlands		amsterdam	60	60	60	1	14	365	62		985.5	>1year	2.7	1		>21																					0	fma-ue	fma		USU	1	1	31	45.1	10	0	31	45	10.6	0	0	29	45.5	9.7	0.5	-0.1	10.30436801	0.4	9.856312523	-0.009704622	0.040583129	0.974789916	-0.009459968	0.039560025	0.032259584	0.032284629	0.030653552	0.030677351
652	179	van der lee1999	van der lee	1999	exp	408	forced use therapy	http://www.ncbi.nlm.nih.gov/pubmed/10548673	netherlands		amsterdam	60	60	60	1	14	365	59		1241	>1year	3.4	1		>21																					0	fma-ue	fma		USU	1	1	31	50.6	9	0	31	51.6	8	0	0	29	50.9	9.9	0.5	1	8.514693183	0.3	9.445195823	0.117444044	0.031762179	0.974789916	0.11448327	0.030961452	0.032480534	0.032274336	0.030863503	0.030667571
653	180	van nes2006	van nes	2006	exp	409	exercise therapy with music + CPT	http://www.ncbi.nlm.nih.gov/pubmed/16902175	netherlands		nijmegen	186.6	186.6	186.6	1	42	84	62.6		34	<90days	0.093150685	1							1	9.9		50.6	23.7					5.2							0	bbs			lohse	1	1	26	23.7	18.6	0	26	41.1	14.3			26	44.9	11.9	0.5	17.4	16.58990657	21.2	15.61361585	1.0488305	1.357789265	0.96969697	1.017047757	1.316644136	0.059616258	0.073915225	0.056057896	0.069503389
654	180	van nes2006	van nes	2006	exp	410	balance vibration trianing + CPT	http://www.ncbi.nlm.nih.gov/pubmed/16902175	netherlands		nijmegen	220.7	220.7	220.7	1	42	84	59.7		38.9	<90days	0.106575342	1							1	10.3		47.4	23.9					5.3							0	bbs			lohse	1	1	27	23.9	14.8	0	27	40.6	12.8			27	44.3	10.9	0.5	16.7	13.83618445	20.4	12.99711506	1.206980152	1.569579087	0.970873786	1.17182539	1.523863192	0.064014835	0.082658861	0.060340122	0.077913905
655	181	van vliet2005	van vliet	2005	ctrl	411	bobath based treatment	http://jnnp.bmj.com/content/76/4/503	uk		nottingham							73.3	10.4	14	<90days	0.038356164	0																							0	rivermead motor assessment			lohse	1	1	60	2		0	52					45			0.5							0.987234043						
656	181	van vliet2005	van vliet	2005	exp	412	movement science based treatment	http://jnnp.bmj.com/content/76/4/503	uk		nottingham							75	9.1	14	<90days	0.038356164	0																							0	rivermead motor assessment			lohse	1	1	60	1		0	47					72			0.5							0.987234043						
657	181	van vliet2005	van vliet	2005	ctrl	411	bobath based treatment	http://jnnp.bmj.com/content/76/4/503	uk		nottingham							73.3	10.4	14	<90days	0.038356164	0																							0	gait speed		speed	USU	1	1	60			0	52	0.66		0	0	43	0.69		0.5							0.987234043						
658	181	van vliet2005	van vliet	2005	exp	412	movement science based treatment	http://jnnp.bmj.com/content/76/4/503	uk		nottingham							75	9.1	14	<90days	0.038356164	0																							0	gait speed		speed	USU	1	1	60			0	47	0.6		0	0	42	0.64		0.5							0.987234043						
659	182	varoqui2011	varoqui	2011	ctrl	413	standing practice (group c)	http://www.ncbi.nlm.nih.gov/pubmed/21628724	france		montpellier	3	3	3	1	28		60.12		72.14	<90days	0.197643836	1				51.29			3											2.71					0	pass			lohse	0	0	7	27.57	4.65	0	7	31.14	4.45						0.5	3.57	4.551098768		4.65	0.784425955		0.869565217	0.682109527		0.186808863		0.141254339	
660	182	varoqui2011	varoqui	2011	exp	414	balance practice with feedback (group a)	http://www.ncbi.nlm.nih.gov/pubmed/21628724	france		montpellier	3	3	3	1	28		57.49		58.5	<90days	0.160273973	1				54.43			2.5											1.44					0	pass			lohse	0	0	8	26.5	5.58	0	8	33	2.78						0.5	6.5	4.408219595		5.58	1.474518195		0.888888889	1.31068284		0.260887744		0.206133526	
661	182	varoqui2011	varoqui	2011	exp	415	balance practice with feedback (group b)	http://www.ncbi.nlm.nih.gov/pubmed/21628724	france		montpellier	3	3	3	1	28		52.8		69.25	<90days	0.189726027	1				57.75			3											2.13					0	pass			lohse	0	0	8	28.25	4.62	0	8	33.38	1.77						0.5	5.13	3.498378196		4.62	1.466393773		0.888888889	1.303461131		0.259394419		0.204953615	
662	183	verheyden2009	verheyden	2009	ctrl	416	conventional therapy	http://www.ncbi.nlm.nih.gov/pubmed/18955513	uk		southampton					35		62		49	<90days	0.134246575	1							2.19																3	trunk impairment scale			lohse	0	0	16	15.19	5	0	16	18.5	3.12						0.5	3.31	4.167397269		5	0.794260731		0.949152542	0.753874592		0.082214066		0.074065875	
663	183	verheyden2009	verheyden	2009	exp	417	conventional therapy + 10 hours of individual supervised trunk exercise	http://www.ncbi.nlm.nih.gov/pubmed/18955513	uk		southampton					35		55		53	<90days	0.145205479	1							2.65																1	trunk impairment scale			lohse	0	0	17	14.18	3.76	0	17	19	2.78						0.5	4.82	3.306508733		3.76	1.457730915		0.952380952	1.388315157		0.121322924		0.110043469	
664	184	verma2011	verma	2011	ctrl	418	standard therapy group	http://www.ncbi.nlm.nih.gov/pubmed/22120031	india		lucknow	8.12	8.12	8.12	1	14	42	55.07	6.8	46.2	<90days	0.126575342	1	4.6	26.67																					0	rivermead vga			lohse	0	1	15	33.87	9.48	0	15	30.53	9.52			15	29.4	6.42	0.5	-3.34	9.500021053	-4.47	8.095887845	0.351578168	0.552132155	0.945454545	0.332401177	0.522015855	0.070786907	0.076828331	0.063275305	0.068675638
665	184	verma2011	verma	2011	exp	419	task oriented circuit training	http://www.ncbi.nlm.nih.gov/pubmed/22120031	india		lucknow	8.12	8.12	8.12	1	14	42	53.27	8.53	42.49	<90days	0.116410959	1	5.47	26.87																					0	rivermead vga			lohse	0	1	15	32.8	4.76	0	15	20.13	6.42			15	18.67	5.56	0.5	-12.67	5.65128304	-14.13	5.175480654	2.241968755	2.730181203	0.945454545	2.11967955	2.581262229	0.23421413	0.315129647	0.209360333	0.281689443
666	184	verma2011	verma	2011	ctrl	418	standard therapy group	http://www.ncbi.nlm.nih.gov/pubmed/22120031	india		lucknow	8.12	8.12	8.12	1	14	42	55.07	6.8	46.2	<90days	0.126575342	1	4.6	26.67																					0	10mwt		speed	USU	0	1	15	0.35	0.14	0	15	0.43	0.14	0	0	15	0.45	0.15	0.5	0.08	0.14	0.1	0.145086181	0.571428571	0.689245517	0.945454545	0.54025974	0.651650307	0.07755102	0.082501979	0.069321639	0.073747224
667	184	verma2011	verma	2011	exp	419	task oriented circuit training	http://www.ncbi.nlm.nih.gov/pubmed/22120031	india		lucknow	8.12	8.12	8.12	1	14	42	53.27	8.53	42.49	<90days	0.116410959	1	5.47	26.87																					0	10mwt		speed	USU	0	1	15	0.41	0.08	0	15	0.58	0.14	0	0	15	0.62	0.14	0.5	0.17	0.114017543	0.21	0.114017543	1.490998633	1.841821841	0.945454545	1.409671435	1.741358831	0.140769231	0.17974359	0.125831405	0.160669972
668	184	verma2011	verma	2011	ctrl	418	standard therapy group	http://www.ncbi.nlm.nih.gov/pubmed/22120031	india		lucknow	8.12	8.12	8.12	1	14	42	55.07	6.8	46.2	<90days	0.126575342	1	4.6	26.67																					0	10mwt-max			USU	0	1	15	0.42	0.19	0	15	0.44	0.2	0	0	15	0.45	0.2	0.5	0.02	0.195064092	0.03	0.195064092	0.102530403	0.153795605	0.945454545	0.096937836	0.145406754	0.067017083	0.067455103	0.059905518	0.060297057
669	184	verma2011	verma	2011	exp	419	task oriented circuit training	http://www.ncbi.nlm.nih.gov/pubmed/22120031	india		lucknow	8.12	8.12	8.12	1	14	42	53.27	8.53	42.49	<90days	0.116410959	1	5.47	26.87																					0	10mwt-max			USU	0	1	15	0.46	0.1	0	15	0.59	0.13	0	0	15	0.63	0.13	0.5	0.13	0.115974135	0.17	0.115974135	1.120939595	1.465844086	0.945454545	1.059797436	1.385888954	0.108550186	0.138289963	0.097031307	0.123615226
670	184	verma2011	verma	2011	ctrl	418	standard therapy group	http://www.ncbi.nlm.nih.gov/pubmed/22120031	india		lucknow	8.12	8.12	8.12	1	14	42	55.07	6.8	46.2	<90days	0.126575342	1	4.6	26.67																					0	6minwt			USU	0	1	15	96.67	64.23	0	15	111.7	61.62	0	0	15	127.8	57.65	0.5	15.03	62.93853073	31.13	61.02874487	0.238804431	0.510087502	0.945454545	0.225778734	0.482264547	0.068567585	0.075339642	0.061291488	0.067344923
671	184	verma2011	verma	2011	exp	419	task oriented circuit training	http://www.ncbi.nlm.nih.gov/pubmed/22120031	india		lucknow	8.12	8.12	8.12	1	14	42	53.27	8.53	42.49	<90days	0.116410959	1	5.47	26.87																					0	6minwt			USU	0	1	15	115.2	43.3	0	15	199.2	17.12	0	0	15	202.9	16.64	0.5	84	32.92403681	87.7	32.80075914	2.551327484	2.673718606	0.945454545	2.412164167	2.527879409	0.283642398	0.304959039	0.253543485	0.272598097
672	185	vistin1998	vistin	1998	ctrl	420	treadmill walking with full weight bearing	http://www.ncbi.nlm.nih.gov/pubmed/9626282	canada	quebec	montreal	7.92	7.92	7.92	1	42	90	66.7		78.4	<90days	0.214794521	0											21.9												14	bbs			lohse	0	0	50	21.9	16.6	0	36	27.76	21.3			36	34.35	21.3	0.5	5.86	18.70242854	12.45	18.70242854	0.313328292	0.665688949	0.984615385	0.308507857	0.655447581	0.020981746	0.024431418	0.02034112	0.023685464
673	185	vistin1998	vistin	1998	exp	421	BWSTT	http://www.ncbi.nlm.nih.gov/pubmed/9626282	canada	quebec	montreal	7.92	7.92	7.92	1	42	90	66.5		68.1	<90days	0.186575342	0											23.3												7	bbs			lohse	0	0	50	23.3	15.3	0	43	35.1	15.27			43	40.4	20.65	0.5	11.8	15.28616116	17.1	17.96827332	0.771940049	0.95167742	0.984615385	0.760064048	0.937036229	0.025958914	0.029056899	0.025166323	0.028169718
674	186	volpe2000	volpe	2000	exp	422	robot assisted therapy	http://www.ncbi.nlm.nih.gov/pubmed/10822433	usa	NY	white plains				4	34.9		62	10.95	14	<90days	0.038356164	1																							0	fma-shoulder/elbow	fma		lohse	1	0	30	6	2.5	0	30	12	3						0.5	6	2.761340254		2.5	2.172857905		0.973913043	2.116174655		0.112021858		0.106253473	
675	186	volpe2000	volpe	2000	ctrl	423	exposure to robotic device w/o training + CPT	http://www.ncbi.nlm.nih.gov/pubmed/10822433	usa	NY	white plains				4	37.1		67	10.2	15.8	<90days	0.043287671	1																							0	fma-shoulder/elbow	fma		lohse	1	0	26	5	1	0	26	10	4						0.5	5	2.915475947		1	1.714985851		0.96969697	1.663016583		0.095022624		0.089350934	
676	186	volpe2000	volpe	2000	exp	422	robot assisted therapy	http://www.ncbi.nlm.nih.gov/pubmed/10822433	usa	NY	white plains				4	34.9		62	10.95	14	<90days	0.038356164	1																							0	fma-wh			USU	1	0	30	0		0	30	1	1						0.5	1						0.973913043						
677	186	volpe2000	volpe	2000	ctrl	423	exposure to robotic device w/o training + CPT	http://www.ncbi.nlm.nih.gov/pubmed/10822433	usa	NY	white plains				4	37.1		67	10.2	15.8	<90days	0.043287671	1																							0	fma-wh			USU	1	0	26	0		0	26	0							0.5	0						0.96969697						
678	187	wade1992	wade	1992	ctrl	424	delayed physiotherapy	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1881332/	uk		oxford	0	0	0	1			72		1788	>1year	4.898630137	0							4																4	10mwt		speed	lohse	0	0	43	44.3	37.2	0	39	47.9	38.6						0.5	3.6	37.87145363		37.2	-0.095058406		0.982035928	-0.09335077		0.023360885		0.02252911	
679	187	wade1992	wade	1992	exp	425	immediate physical therapy	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1881332/	uk		oxford							72.3		1593	>1year	4.364383562	0							3.85																1	10mwt		speed	lohse	0	0	46	46.9	27.8	0	44	42.4	26.3			42	48.7	34.2	0.5	-4.5	27.07742896	1.8	31.01631979	0.166190077	-0.058033964	0.983240223	0.163404768	-0.057061328	0.022039338	0.021775738	0.02130678	0.021051942
680	188	waldman2013	waldman	2013	ctrl	426	instructed home exercise program	http://www.ncbi.nlm.nih.gov/pubmed/23648617	usa	IL	evanston	9	9	9	3	42	84	53	7.1	894	>1year	2.449315068	0																							0	STREAM			lohse	0	0	12	30.3	7.7	0	12	31.7	8			12	32.5	8.3	0.5	1.4	7.85143299	2.2	8.005623024	0.178311399	0.274806844	0.930232558	0.165871069	0.255634274	0.084658123	0.08647995	0.073257435	0.074833921
681	188	waldman2013	waldman	2013	exp	427	training using a portable robot	http://www.ncbi.nlm.nih.gov/pubmed/23648617	usa	IL	evanston	9	9	9	3	42	84	51.3	8	1239	>1year	3.394520548	0																							1	STREAM			lohse	0	0	12	28.9	5	0	11	33	7.1			11	33.2	8.8	0.5	4.1	6.090976933	4.3	7.069047218	0.673126831	0.608285653	0.930232558	0.626164494	0.565847119	0.102212489	0.098750476	0.0884478	0.085452008
682	188	waldman2013	waldman	2013	ctrl	426	instructed home exercise program	http://www.ncbi.nlm.nih.gov/pubmed/23648617	usa	IL	evanston	9	9	9	3	42	84	53	7.1	894	>1year	2.449315068	0																							0	6minwt			USU	0	0	12	163.3	88	0	12	208.5	120.5	0	0	12	200	120	0.5	45.2	105.5088859	36.7	105.2235715	0.428399936	0.348781166	0.930232558	0.398511569	0.324447597	0.090980271	0.088402013	0.078728196	0.076497144
683	188	waldman2013	waldman	2013	exp	427	training using a portable robot	http://www.ncbi.nlm.nih.gov/pubmed/23648617	usa	IL	evanston	9	9	9	3	42	84	51.3	8	1239	>1year	3.394520548	0																							1	6minwt			USU	0	0	12	207.1	103.9	0	12	216.5	106.6	0	0	11	219.73	115.5	0.5	9.4	105.2586576	12.63	109.5770679	0.089303818	0.115261343	0.930232558	0.083073319	0.107219854	0.083665632	0.083886882	0.0723986	0.072590055
684	189	walker1999	walker	1999	ctrl	428	no specified physical therapy	http://www.ncbi.nlm.nih.gov/pubmed/10440303	uk		nottingham						180	75.1					0								18								8								extended ADL			lohse	1	0	91	11								79	12		0.5			1				0.991643454						
685	189	walker1999	walker	1999	exp	429	up to 5 months of occupational therapy at home	http://www.ncbi.nlm.nih.gov/pubmed/10440303	uk		nottingham						180	73.6					0								18								8								extended ADL			lohse	1	0	94	10								84	16		0.5			6				0.991913747						
686	190	walker2000	walker	2000	exp	430	balance training with visual feedback + CPT	http://www.ncbi.nlm.nih.gov/pubmed/10960936	canada	ontario	kingston	70	70	70	1	39.3	69.3	65.4	13.8	40.9	<90days	0.112054795	0																								bbs			lohse	0	0	16	35.9	7.5	0	16	46.6	6			16	47.9	5.1	0.5	10.7	6.791538854	12	6.413267498	1.575489772	1.871121079	0.949152542	1.495380123	1.775979329	0.140067751	0.17190919	0.126185713	0.154871365
687	190	walker2000	walker	2000	ctrl	431	conventional PT and OT with additional balance training	http://www.ncbi.nlm.nih.gov/pubmed/10960936	canada	ontario	kingston	65	65	65	1	36.7	66.7	62.4	13.3	35.1	<90days	0.096164384	0																								bbs			lohse	0	0	16	36.9	11	0	16	48.8	6.2			16	50.9	4.1	0.5	11.9	8.928605714	14	8.300903565	1.332794882	1.686563383	0.949152542	1.265025651	1.600805923	0.118010694	0.151390501	0.106314719	0.136386272
688	190	walker2000	walker	2000	ctrl	432	conventional PT and OT	http://www.ncbi.nlm.nih.gov/pubmed/10960936	canada	ontario	kingston	52	52	52	1	36.6	66.6	65.8	9.9	42	<90days	0.115068493	0																								bbs			lohse	0	0	14	36.1	13.4	0	14	46.5	8.9			14	47.1	9.3	0.5	10.4	11.37475274	11	11.53364643	0.914305588	0.953731334	0.941176471	0.860522907	0.897629491	0.101284097	0.103914409	0.089718785	0.09204875
689	190	walker2000	walker	2000	exp	430	balance training with visual feedback + CPT	http://www.ncbi.nlm.nih.gov/pubmed/10960936	canada	ontario	kingston	70	70	70	1	39.3	69.3	65.4	13.8	40.9	<90days	0.112054795	0																								gait speed		speed	USU		0	16	0.32	0.28	0	16	0.57	0.34	0	0	16	0.63	0.36	0.5	0.25	0.31144823	0.31	0.32249031	0.802701624	0.961269193	0.949152542	0.761886287	0.912391099	0.082635309	0.091376202	0.074445369	0.082319957
690	190	walker2000	walker	2000	ctrl	431	conventional PT and OT with additional balance training	http://www.ncbi.nlm.nih.gov/pubmed/10960936	canada	ontario	kingston	65	65	65	1	36.7	66.7	62.4	13.3	35.1	<90days	0.096164384	0																								gait speed		speed	USU		0	16	0.47	0.42	0	16	0.89	0.65	0	0	16	0.93	0.58	0.5	0.42	0.547220248	0.46	0.506359556	0.767515459	0.908445381	0.949152542	0.728489249	0.862253243	0.080908749	0.088289782	0.072889928	0.07953943
691	190	walker2000	walker	2000	ctrl	432	conventional PT and OT	http://www.ncbi.nlm.nih.gov/pubmed/10960936	canada	ontario	kingston	52	52	52	1	36.6	66.6	65.8	9.9	42	<90days	0.115068493	0																								gait speed		speed	USU		0	14	0.48	0.38	0	14	0.74	0.53	0	0	14	0.82	0.6	0.5	0.26	0.461139892	0.34	0.502195181	0.56382023	0.677027603	0.941176471	0.530654334	0.63720245	0.082781902	0.087798799	0.073329297	0.077773331
692	190	walker2000	walker	2000	exp	430	balance training with visual feedback + CPT	http://www.ncbi.nlm.nih.gov/pubmed/10960936	canada	ontario	kingston	70	70	70	1	39.3	69.3	65.4	13.8	40.9	<90days	0.112054795	0																								tug			USU		0	16	54.2	34.4	0	16	33.4	20.3	0	0	16	28.2	20.2	0.5	-20.8	28.24402592	-26	28.20815485	0.736438922	0.921719274	0.949152542	0.698992875	0.874852192	0.079448196	0.089048951	0.071574129	0.080223358
693	190	walker2000	walker	2000	ctrl	431	conventional PT and OT with additional balance training	http://www.ncbi.nlm.nih.gov/pubmed/10960936	canada	ontario	kingston	65	65	65	1	36.7	66.7	62.4	13.3	35.1	<90days	0.096164384	0																								tug			USU		0	16	45.8	26.8	0	16	21.3	12.8	0	0	16	17.8	9.8	0.5	-24.5	21.00095236	-28	20.17771047	1.16661376	1.387669827	0.949152542	1.107294416	1.317110344	0.105030865	0.122675861	0.094621313	0.110517524
694	190	walker2000	walker	2000	ctrl	432	conventional PT and OT	http://www.ncbi.nlm.nih.gov/pubmed/10960936	canada	ontario	kingston	52	52	52	1	36.6	66.6	65.8	9.9	42	<90days	0.115068493	0																								tug			USU		0	14	52.8	40.1	0	14	29.3	21.6	0	0	14	28.8	25.2	0.5	-23.5	32.2069092	-24	33.48917736	0.729657101	0.716649434	0.941176471	0.686736095	0.674493585	0.090442839	0.089770943	0.080115456	0.079520282
695	191	wang2005	wang	2005	exp	433	bobath therapy severe subset	http://www.ncbi.nlm.nih.gov/pubmed/15759530	taiwan		taipei	13.3	13.3	13.3	1	28		53.9		21.9	<90days	0.06	0					2 to 3						6.09			11.18	11.6								0	stroke impairment assessment set			lohse	1	0	10	0.91	1.91	0	10	4.1	2.81						0.5	3.19	2.402519511		1.91	1.327772776		0.914285714	1.213963681		0.188149027		0.157277228	
696	191	wang2005	wang	2005	exp	434	orthopaedic treatment programme severe group	http://www.ncbi.nlm.nih.gov/pubmed/15759530	taiwan		taipei	13.3	13.3	13.3	1	28		59.3		20.7	<90days	0.056712329	0					2 to 3						10.67			11.33	14.17								0	stroke impairment assessment set			lohse	1	0	11	1	1.86	0	11	4	2.63						0.5	3	2.277773035		1.86	1.317075913		0.923076923	1.215762381		0.169758589		0.144646372	
