index,id,author,year,year_ini,group,group_desc,complete,cpt_only,word_count,ref_count,PT_inc,OT_inc,ST_inc,pg_number,hpd_STR,h_IS_NUM,hpd,dpw_STR,d_IS_NUM,dpw,duration_STR,dur_IS_NUM,ther_duration,exp_dur,time_MAX,time_50,time_MIN,detailed_time,id,Protocol mentioned elsewhere,protocol,group,name,why,materials,procedure,who,how,where,how_much,tailor,modify,planned,actual,tidy_sum,PEDro_score
151,sackley1997,sackley,1997,1997,ctrl,balance training without visual feedback,1,0,330,1,,,,,1,1,1,3,1,3,4,1,4,28,12,12,12,1,sackley1997,,,ctrl,1,1,1,1,1,0,0,1,1,0,0,0,7,6
151,sackley1997,sackley,1997,1997,exp,balance training with augmented visual feedback,1,0,343,4,,,,,1,1,1,3,1,3,4,1,4,28,12,12,12,1,sackley1997,,,exp,0,1,1,1,1,0,0,1,1,0,0,0,6,6
152,saeys2012,saeys,2012,2012,ctrl,CPT + 16 hours sham therapy,1,0,165,1,y,y,,3,0.5,1,0.5,4,1,4,8,1,8,56,,,,,saeys2012,,,ctrl,0,1,0,1,1,0,0,1,0,0,0,0,4,7
152,saeys2012,saeys,2012,2012,exp,CPT + 16 hours of trunk exercise,1,0,188,3,y,y,,3,0.5,1,0.5,4,1,4,8,1,8,56,,,,,saeys2012,,,exp,0,1,0,1,1,0,0,1,0,0,0,0,4,7
153,salbach/higgins2004/2006,salbach/higgins,2004/2006,2004,ctrl,upper extremity therapy,1,0,165,1,,,,,,0,,3,1,3,6,1,6,42,0,0,0,1,salbach/higgins2004/2006,,,ctrl,1,1,0,1,0,0,1,1,0,0,0,0,5,8
153,salbach/higgins2004/2006,salbach/higgins,2004/2006,2004,exp,functional lower extremity training,1,0,76,0,,,,,,0,,3,1,3,6,1,6,42,18,18,18,1,salbach/higgins2004/2006,,,exp,1,1,0,1,1,1,1,1,1,0,1,0,9,8
154,saposnik2010,saposnik,2010,2010,ctrl,"recreational therapy (bingo, cards)",1,0,103,1,y,y,,3,1,1,1,,0,,2,1,2,14,6.5,6.5,6.5,1,saposnik2010,"For ctrl therapy, additional details published earlier. Ref. no. 21.",1,ctrl,1,1,0,1,1,1,1,1,0,0,1,1,9,5
154,saposnik2010,saposnik,2010,2010,exp,upper extremity therapy using the Wii,1,0,269,0,y,y,,3,,0,,,0,,2,1,2,14,6.1,6.1,6.1,1,saposnik2010,,,exp,1,1,1,1,1,1,1,1,0,0,1,1,10,5
155,schauer2003,schauer,2003,2003,ctrl,conventional gait therapy,1,1,105,0,,,,,1.08,1,1.08,5,1,5,3,1,3,21,16.25,16.25,16.25,1,schauer2003,,,ctrl,0,1,0,1,1,0,1,1,1,0,0,0,6,4
155,schauer2003,schauer,2003,2003,exp,musical motor therapy,1,0,183,0,,,,,1.08,1,1.08,5,1,5,3,1,3,21,16.25,16.25,16.25,1,schauer2003,,,exp,1,1,1,1,0,0,1,1,1,0,0,0,7,4
156,schmid2012,schmid,2012,2012,ctrl,waitlisted control group,1,0,220,1,,,,,,0,,,0,,8,1,8,56,0,0,0,1,schmid2012,,,ctrl,0,0,0,1,1,0,0,0,0,0,0,0,2,
156,schmid2012,schmid,2012,2012,exp,yoga based intervention on balance,1,0,235,1,,,,,1,1,1,,0,,8,1,8,56,,,,,schmid2012,,,exp,1,1,1,1,1,1,0,1,1,0,0,0,8,
157,schwartz2009,schwartz,2009,2009,ctrl,regular physiotherapy,1,0,160,0,,,,,,0,,,0,,6,1,6,42,20,20,20,2,schwartz2009,,,ctrl,1,0,0,1,1,0,1,1,0,0,0,0,5,6
157,schwartz2009,schwartz,2009,2009,exp,robot assisted gait training,1,0,327,0,,,,,,0,,,0,,6,1,6,42,20,20,20,2,schwartz2009,,,exp,1,1,1,1,1,0,1,1,1,0,0,0,8,6
158,severinsen2014,severinsen,2014,2014,exp,progressive aerobic training on a cycle egrometer,1,0,285,1,,,,,1,1,1,3,1,3,12,1,12,84,36,36,36,1,severinsen2014,,,exp,1,1,0,1,1,0,1,1,1,0,0,0,7,5
158,severinsen2014,severinsen,2014,2014,exp,sham training on cycle ergometer,1,0,196,1,,,,,1,1,1,3,1,3,12,1,12,84,,,,1,severinsen2014,,,exp,1,0,0,1,1,0,1,1,1,0,0,0,6,5
158,severinsen2014,severinsen,2014,2014,exp,progressive resistance training,1,0,135,1,,,,,1,1,1,3,1,3,12,1,12,84,36,36,36,1,severinsen2014,,,exp,1,1,0,1,1,0,1,1,1,1,0,0,8,5
159,shin2010,shin,2010,2010,ctrl,no specified physical therapy,1,0,15,1,,,,,,0,,,0,,6,1,6,42,0,0,0,1,shin2010,,,ctrl,0,0,0,0,0,0,0,0,0,0,0,0,0,
159,shin2010,shin,2010,2010,exp,game-based therapy using PS2 eyetoy,1,0,156,4,,,,,1,1,1,3,1,3,6,1,6,42,18,18,18,1,shin2010,,,exp,1,1,1,1,0,0,1,1,0,0,0,0,6,
160,sivenius1985,sivenius,1985,1985,ctrl,normal treatment,1,0,78,0,y,,,3,,0,,,0,,13,1,13,90,,,,1,sivenius1985,,,ctrl,1,1,0,1,1,0,1,0,1,0,0,0,6,5
160,sivenius1985,sivenius,1985,1985,exp,intensive treatment group,1,0,157,0,,,,,,0,,,0,,13,1,13,90,,,,1,sivenius1985,,,exp,1,1,0,1,1,0,1,1,1,0,0,0,7,5
161,smania2012,smania,2012,2012,ctrl,conventional therapy,1,1,320,3,,,,,2,1,2,5,1,5,2,1,2,14,20,20,20,1,smania2012,,,ctrl,0,1,0,1,1,1,1,1,0,0,0,0,6,8
161,smania2012,smania,2012,2012,exp,mCIMT,1,0,678,4,,,,,2,1,2,5,1,5,2,1,2,14,140,80,20,1,smania2012,,,exp,1,1,1,1,1,1,1,1,1,0,1,0,10,8
162,smith1981,smith,1981,1981,ctrl,no rehabilitation,1,0,137,0,,,,,,0,,,0,,13,1,13,90,0,0,0,1,smith1981,,,ctrl,0,1,0,0,1,1,1,0,0,0,0,0,4,4
162,smith1981,smith,1981,1981,ctrl,conventional rehabilitation,1,1,137,0,y,y,y,2,4,1,4,3,1,3,13,1,13,90,66,66,66,1,smith1981,,,ctrl,1,1,0,0,1,1,1,1,0,0,0,0,6,4
162,smith1981,smith,1981,1981,exp,intensive rehabilitation,1,0,71,0,y,y,y,2,8,1,8,4,1,4,13,1,13,90,124,124,124,1,smith1981,,,exp,1,1,0,0,1,1,1,1,0,0,0,0,6,4
163,stein2004,stein,2004,2004,exp,robot assisted training,1,0,484,4,,,,,1,1,1,3,1,3,6,1,6,42,18,18,18,1,stein2004,,,exp,1,1,1,1,1,1,0,1,0,0,0,0,7,6
163,stein2004,stein,2004,2004,exp,robot aided progressive resistence training,1,0,399,4,,,,,1,1,1,3,1,3,6,1,6,42,18,18,18,1,stein2004,,,exp,1,1,1,1,1,1,0,1,1,0,0,0,8,6
164,stinear2008,stinear,2008,2008,ctrl,self-directed home-based practice,1,0,239,0,,,,,0.17,1,0.17,3,1,3,2,1,2,28,14,14,14,4,stinear2008,,,ctrl,1,0,1,1,0,1,1,1,0,0,1,0,7,5
164,stinear2008,stinear,2008,2008,exp,active-passive bilateral therapy,1,0,439,7,,,,,0.17,1,0.17,3,1,3,2,1,2,28,14,14,14,4,stinear2008,,,exp,1,1,1,1,0,1,1,1,0,0,1,0,8,5
165,subramanian2013,subramanian,2013,2013,ctrl,training in a physical environment,1,0,233,1,,,,,0.75,1,0.75,3,1,3,4,1,4,28,9,9,9,1,subramanian2013,,,ctrl,1,0,1,1,1,1,0,1,1,0,1,0,8,7
165,subramanian2013,subramanian,2013,2013,exp,3D vitrual environment training,1,0,233,1,,,,,0.75,1,0.75,3,1,3,4,1,4,28,9,9,9,1,subramanian2013,,,exp,1,1,1,1,1,1,0,1,1,0,1,0,9,7
166,sullivan2002,sullivan,2002,2002,exp,BWSTT at slow speed,1,0,525,1,,,,,0.33,1,0.33,,0,,4,0,,28,4,4,4,3,sullivan2002,,,exp,1,1,1,1,1,1,1,1,1,0,1,1,11,
166,sullivan2002,sullivan,2002,2002,exp,BWSTT at high speed,1,0,525,1,,,,,0.33,1,0.33,,0,,4,0,,28,4,4,4,3,sullivan2002,,,exp,1,1,1,1,1,1,1,1,1,0,1,1,11,
166,sullivan2002,sullivan,2002,2002,exp,BWSTT at variable speed,1,0,525,1,,,,,0.33,1,0.33,,0,,4,0,,28,4,4,4,3,sullivan2002,,,exp,1,1,1,1,1,1,1,1,1,0,1,1,11,
167,sullivan2007,sullivan,2007,2007,exp,BWSTT with upper extremity ergometry,1,0,380,2,,,,,1,1,1,4,1,4,6,1,6,42,24,24,24,1,sullivan2007,,,exp,1,1,1,1,1,0,0,1,1,0,0,0,7,7
167,sullivan2007,sullivan,2007,2007,exp,cycling with upper extremity ergomety,1,0,381,2,,,,,1,1,1,4,1,4,6,1,6,42,24,24,24,1,sullivan2007,,,exp,1,1,1,1,1,0,0,1,0,0,0,0,6,7
167,sullivan2007,sullivan,2007,2007,exp,BWSTT with cycling,1,0,386,2,,,,,1,1,1,4,1,4,6,1,6,42,24,24,24,1,sullivan2007,,,exp,1,1,1,1,1,0,0,1,1,0,0,0,7,7
167,sullivan2007,sullivan,2007,2007,exp,BWSTT with progessive lower extremity resistance training,1,0,374,2,,,,,1,1,1,4,1,4,6,1,6,42,24,24,24,1,sullivan2007,,,exp,1,1,1,1,1,0,0,1,1,0,0,0,7,7
168,sunderland1992,sunderland,1992,1992,ctrl,orthodox physical therapy - severe sub group,1,0,183,2,,,,,,0,,,0,,,0,,,,,,,sunderland1992,,,ctrl,1,0,0,1,1,0,1,1,1,0,1,0,7,6
168,sunderland1992,sunderland,1992,1992,exp,motor learning program - severe sub group,1,0,262,4,,,,,,0,,,0,,,0,,,,,,,sunderland1992,,,exp,1,1,0,1,1,0,1,1,1,0,1,0,8,6
168,sunderland1992,sunderland,1992,1992,ctrl,orthodox physical therapy - mild sub group,1,0,183,2,,,,,,0,,,0,,,0,,,,,,,sunderland1992,,,ctrl,1,0,0,1,1,0,1,1,1,0,1,0,7,6
168,sunderland1992,sunderland,1992,1992,exp,motor learning program - mild sub group,1,0,262,4,,,,,,0,,,0,,,0,,,,,,,sunderland1992,,,exp,1,1,0,1,1,0,1,1,1,0,1,0,8,6
169,sungkarat2011,sungkarat,2011,2011,ctrl,conventional programme of gait retraining,1,1,51,0,,,,,1,1,1,5,1,5,3,1,3,21,15,15,15,1,sungkarat2011,,,ctrl,0,0,0,1,0,0,1,1,0,0,0,0,3,7
169,sungkarat2011,sungkarat,2011,2011,exp,gait training with a sensored insole and augmented feedback,1,0,68,0,,,,,1,1,1,5,1,5,3,1,3,21,15,15,15,1,sungkarat2011,,,exp,0,1,1,1,0,0,1,1,1,0,0,0,6,7
170,sutbeyaz2007,sutbeyaz,2007,2007,ctrl,CPT + sham mirror box therapy,1,0,129,0,y,y,y,2,2 to 5,0,,5,1,5,4,1,4,28,,,,1,sutbeyaz2007,,,ctrl,1,1,1,1,0,0,1,1,1,0,0,0,7,7
170,sutbeyaz2007,sutbeyaz,2007,2007,exp,CPT + mirror box therapy,1,0,130,0,,,,,2 to 5,0,,5,1,5,4,1,4,28,,,,1,sutbeyaz2007,,,exp,1,1,1,1,0,0,1,1,0,0,0,0,6,7
171,tanaka2012,tanaka,2012,2012,ctrl,no therapy,1,0,78,0,,,,,,0,,,0,,4 to 6,0,,28,0,0,0,1,tanaka2012,,,ctrl,0,0,0,0,0,0,0,0,0,0,0,0,0,5
171,tanaka2012,tanaka,2012,2012,exp,GaitMaster 4,1,0,139,0,,,,,0.33,1,0.33,2 to 3,0,,4 to 6,0,,28,4,4,4,1,tanaka2012,,,exp,1,1,1,1,1,0,0,1,0,0,0,0,6,5
172,taub2006,taub,2006,2006,ctrl,general fitness,1,0,82,0,,,,,6,1,6,5,1,5,2,1,2,14,60,60,60,1,taub2006,,,ctrl,1,1,0,1,1,0,1,1,0,0,1,0,7,
172,taub2006,taub,2006,2006,exp,CIMT,1,0,226,2,,,,,6,1,6,5,1,5,2,1,2,14,172,116,60,1,taub2006,,,exp,1,1,1,1,1,0,1,1,1,0,1,0,9,
173,thaut2007,thaut,2007,2007,ctrl,neurodevelopmental/bobath therapy (CPT),1,1,280,1,,,,,0.5,1,0.5,5,1,5,3,1,3,21,,,,1,thaut2007,,,ctrl,1,1,0,1,1,0,1,1,0,0,0,0,6,
173,thaut2007,thaut,2007,2007,exp,rythmic auditory stimulation during gait,1,0,357,3,,,,,0.5,1,0.5,5,1,5,3,1,3,21,,,,1,thaut2007,,,exp,1,1,1,1,1,0,1,1,1,0,0,0,8,
174,timmermans2013,timmermans,2013,2013,ctrl,neurodevelopmental therapy,1,0,151,4,,,,,,0,,,0,,6,1,6,42,,,,,timmermans2013,,1,ctrl,1,1,1,1,1,1,1,1,1,0,1,0,10,7
174,timmermans2013,timmermans,2013,2013,exp,video instructed mental practice + CPT,1,0,300,1,,,,,,0,,,0,,6,1,6,42,,,,,timmermans2013,,1,exp,1,1,1,1,1,1,1,1,1,0,1,0,10,7
175,timmermans2014,timmermans,2014,2014,ctrl,task oriented non-robotic training,1,0,527,5,,,,,1,1,1,4,1,4,8,1,8,56,32,32,32,1,timmermans2014,,,ctrl,1,1,1,1,1,0,0,1,1,0,0,0,7,8
175,timmermans2014,timmermans,2014,2014,exp,robot-assisted arm-hand training,1,0,534,6,,,,,1,1,1,4,1,4,8,1,8,56,32,32,32,1,timmermans2014,,,exp,1,1,0,1,1,0,0,1,1,0,0,0,6,8
176,treger2012,treger,2012,2012,ctrl,standard care,1,1,198,0,y,,y,3,1,1,1,5,1,5,2,1,2,14,17.5,17.5,17.5,1,treger2012,,,ctrl,1,1,0,1,0,1,1,1,0,1,0,0,7,
176,treger2012,treger,2012,2012,exp,mcimt,1,0,247,0,y,,y,3,4,1,4,5,1,5,2,1,2,14,57.5,37.5,17.5,1,treger2012,,,exp,1,1,1,1,0,1,1,1,0,1,0,0,8,
177,van de port2012,van de port,2012,2012,ctrl,usual physiotherapy,1,1,74,1,,,,,,0,,,0,,12,1,12,84,,,,,van de port2012,,,ctrl,0,1,0,1,1,1,1,0,1,0,0,0,6,7
177,van de port2012,van de port,2012,2012,exp,progressive circuit training,1,0,228,1,,,,,0.9,1,0.9,2,1,2,12,1,12,84,36,36,36,1,van de port2012,,,exp,0,1,0,1,1,1,1,1,0,0,1,0,7,7
178,van deldan2013,van deldan,2013,2013,ctrl,coventional therapy,1,1,168,1,,,,,1,1,1,3,1,3,6,1,6,42,18,18,18,1,van deldan2013,,1,ctrl,1,1,1,1,1,1,1,1,0,0,0,0,8,6
178,van deldan2013,van deldan,2013,2013,exp,mCIMT,1,0,107,2,,,,,1,1,1,3,1,3,6,1,6,42,198,108,18,1,van deldan2013,,1,exp,1,1,1,1,1,1,1,1,0,0,0,0,8,6
178,van deldan2013,van deldan,2013,2013,exp,bilateral arm training with auditory cuing,1,0,168,1,,,,,1,1,1,3,1,3,6,1,6,42,18,18,18,1,van deldan2013,,1,exp,1,1,1,1,1,1,1,1,0,0,1,0,9,6
179,van der lee1999,van der lee,1999,1999,ctrl,bimanual training using neurodevelopmental methods,1,0,193,1,,,,,,0,,,0,,2,1,2,14,60,60,60,1,van der lee1999,Ctrl  group treatment according to NDT method. Ref. no. 11.,1,ctrl,1,1,0,1,1,1,1,1,1,0,1,0,9,7
179,van der lee1999,van der lee,1999,1999,exp,forced use therapy,1,0,171,1,,,,,,0,,,0,,2,1,2,14,60,60,60,1,van der lee1999,,,exp,1,1,1,0,1,1,1,1,1,0,0,0,8,7
180,van nes2006,van nes,2006,2006,exp,exercise therapy with music + CPT,1,0,254,0,y,y,,3,,0,,5,1,5,6,1,6,42,186.6,186.6,186.6,1,van nes2006,,,exp,1,1,1,1,1,1,1,1,0,0,0,0,8,8
180,van nes2006,van nes,2006,2006,exp,balance vibration trianing + CPT,1,0,378,1,y,y,,3,,0,,5,1,5,6,1,6,42,220.7,220.7,220.7,1,van nes2006,,,exp,1,1,1,1,1,1,1,1,1,0,0,0,9,8
181,van vliet2005,van vliet,2005,2005,ctrl,bobath based treatment,1,0,323,18,,,,,,0,,,0,,,0,,,,,,,van vliet2005,,,ctrl,1,1,0,1,1,0,1,1,1,0,0,0,7,7
181,van vliet2005,van vliet,2005,2005,exp,movement science based treatment,1,0,282,18,,,,,,0,,,0,,,0,,,,,,,van vliet2005,,,exp,1,1,0,1,1,0,1,1,1,0,0,0,7,7
182,varoqui2011,varoqui,2011,2011,ctrl,standing practice (group c),1,0,157,0,y,,,7,0.25,1,0.25,3,1,3,4,1,4,28,3,3,3,1,varoqui2011,,,ctrl,0,0,1,1,0,0,0,1,1,0,0,0,4,6
182,varoqui2011,varoqui,2011,2011,exp,balance practice with feedback (group a),1,0,157,0,y,,,7,,0,,3,1,3,4,1,4,28,3,3,3,1,varoqui2011,,,exp,0,1,1,1,0,0,0,1,1,0,0,0,5,6
182,varoqui2011,varoqui,2011,2011,exp,balance practice with feedback (group b),1,0,201,0,y,,,7,,0,,3,1,3,4,1,4,28,3,3,3,1,varoqui2011,,,exp,0,1,1,1,1,0,0,1,1,0,0,0,6,6
183,verheyden2009,verheyden,2009,2009,ctrl,conventional therapy,1,1,68,0,y,y,,2,0.5,1,0.5,4,1,4,5,1,5,35,,,,,verheyden2009,,,ctrl,1,0,0,0,1,0,1,1,1,0,0,0,5,6
183,verheyden2009,verheyden,2009,2009,exp,conventional therapy + 10 hours of individual supervised trunk exercise,1,0,397,0,y,y,,2,0.5,1,0.5,4,1,4,5,1,5,35,,,,,verheyden2009,,,exp,0,1,0,1,1,0,1,1,1,0,0,0,6,6
184,verma2011,verma,2011,2011,ctrl,standard therapy group,1,1,42,1,,,,,0.66,1,0.66,7,1,7,2,1,2,14,8.12,8.12,8.12,1,verma2011,,,ctrl,0,0,0,1,1,0,1,1,0,0,0,0,4,
184,verma2011,verma,2011,2011,exp,task oriented circuit training,1,0,275,0,,,,,0.66,1,0.66,7,1,7,2,1,2,14,8.12,8.12,8.12,1,verma2011,,,exp,1,1,0,1,1,1,1,1,1,0,0,0,8,
185,vistin1998,vistin,1998,1998,ctrl,treadmill walking with full weight bearing,1,0,364,1,y,,,3,0.33,1,0.33,4,1,4,6,1,6,42,7.92,7.92,7.92,1,vistin1998,,,ctrl,1,1,1,1,1,1,1,1,1,0,0,0,9,5
185,vistin1998,vistin,1998,1998,exp,BWSTT,1,0,458,1,y,,,3,0.33,1,0.33,4,1,4,6,1,6,42,7.92,7.92,7.92,1,vistin1998,,,exp,1,1,1,1,1,1,1,1,1,0,0,0,9,5
186,volpe2000,volpe,2000,2000,exp,robot assisted therapy,1,0,91,0,y,y,,2,1,1,1,5,1,5,5,1,5,34.9,,,,4,volpe2000,,,exp,1,1,1,1,1,1,0,1,0,0,0,0,7,6
186,volpe2000,volpe,2000,2000,exp,exposure to robotic device w/o training + CPT,1,0,293,3,y,y,,2,1,1,1,5,1,5,5,1,5,37.1,,,,4,volpe2000,,,exp,0,0,1,1,1,1,0,1,0,0,0,0,5,6
187,wade1992,wade,1992,1992,ctrl,delayed physiotherapy,1,0,140,0,,,,,0.66,1,0.66,4,1,4,,0,,,0,0,0,1,wade1992,,,ctrl,1,1,0,1,1,1,1,1,1,0,1,0,9,6
187,wade1992,wade,1992,1992,exp,immediate physical therapy,1,0,140,0,,,,,0.66,1,0.66,4,1,4,,0,,,,,,,wade1992,,,exp,1,1,0,0,1,1,1,1,1,0,1,0,8,6
188,waldman2013,waldman,2013,2013,ctrl,instructed home exercise program,1,0,124,0,,,,,1,1,1,3,1,3,6,1,6,42,9,9,9,3,waldman2013,,,ctrl,0,0,1,1,0,1,1,1,0,0,1,1,7,5
188,waldman2013,waldman,2013,2013,exp,training using a portable robot,1,0,266,5,,,,,1,1,1,3,1,3,6,1,6,42,9,9,9,3,waldman2013,,,exp,1,1,1,1,0,1,1,1,1,0,0,0,8,5
189,walker1999,walker,1999,1999,ctrl,no specified physical therapy,1,0,188,5,,,,,,0,,,0,,,0,,,,,,,walker1999,,,ctrl,0,0,0,0,0,0,0,0,0,0,0,0,0,7
189,walker1999,walker,1999,1999,exp,up to 5 months of occupational therapy at home,1,0,270,5,,y,,1,,0,,,0,,,0,,,,,,,walker1999,,,exp,1,1,0,1,1,1,1,1,1,0,0,0,8,7
190,walker2000,walker,2000,2000,exp,balance training with visual feedback + CPT,1,0,143,0,y,y,,2,0.5,1,0.5,5,1,5,3 to 8,0,,39.3,70,70,70,1,walker2000,,,exp,1,1,1,1,1,1,1,1,1,0,0,0,9,4
190,walker2000,walker,2000,2000,ctrl,conventional PT and OT with additional balance training,1,0,143,0,y,y,,2,2.5,1,2.5,5,1,5,3 to 8,0,,36.7,65,65,65,1,walker2000,,,ctrl,1,1,1,1,1,1,1,1,1,1,0,0,10,4
190,walker2000,walker,2000,2000,ctrl,conventional PT and OT,1,1,375,0,y,y,,2,2,1,2,,0,,3 to 8,0,,36.6,52,52,52,1,walker2000,,,ctrl,1,1,1,1,1,1,1,1,0,0,0,0,8,4
191,wang2005,wang,2005,2005,exp,bobath therapy severe subset,1,0,175,3,,,,,0.66,1,0.66,5,1,5,4,1,4,28,13.3,13.3,13.3,1,wang2005,,,exp,1,1,0,1,1,0,1,1,1,0,0,0,7,6
191,wang2005,wang,2005,2005,exp,orthopaedic treatment programme severe group,1,0,127,1,,,,,0.66,1,0.66,5,1,5,4,1,4,28,13.3,13.3,13.3,1,wang2005,,,exp,1,1,1,1,1,0,1,1,0,0,0,0,7,6
191,wang2005,wang,2005,2005,exp,bobath therapy less severe group,1,0,175,3,,,,,0.66,1,0.66,5,1,5,4,1,4,28,13.3,13.3,13.3,1,wang2005,,,exp,1,1,0,1,1,0,1,1,1,0,0,0,7,6
191,wang2005,wang,2005,2005,exp,orthopaedic treatment programme less severe group,1,0,127,1,,,,,0.66,1,0.66,5,1,5,4,1,4,28,13.3,13.3,13.3,1,wang2005,,,exp,1,1,1,1,1,0,1,1,0,0,0,0,7,6
192,werner1996,werner,1996,1996,exp,intensive outpatient therapy,1,0,231,11,y,y,,1,1,1,1,4,1,4,12,1,12,84,96,96,96,1,werner1996,,,exp,1,1,0,1,1,0,0,1,0,0,0,0,5,4
192,werner1996,werner,1996,1996,ctrl,no outpatient therapy,1,0,360,11,,,,,,0,,,0,,12,1,12,84,0,0,0,1,werner1996,,,ctrl,1,1,0,0,1,0,0,0,0,1,0,0,4,4
193,werner2002,werner,2002,2002,exp,robotic gait trainer therapy,1,0,279,0,y,y,,3,0.25 to 0.33,0,,5,1,5,2,1,2,14,3.33,3.33,3.33,3,werner2002,,,exp,1,1,1,1,0,0,0,1,1,0,1,1,8,7
193,werner2002,werner,2002,2002,exp,treadmill therapy,1,0,88,0,y,y,,3,0.25 to 0.33,0,,5,1,5,2,1,2,14,3.33,3.33,3.33,3,werner2002,,,exp,1,1,1,1,0,0,0,1,1,0,1,1,8,7
194,westlake2009,westlake,2009,2009,ctrl,manually assisted BWSTT,1,0,513,3,,,,,0.5,1,0.5,3,1,3,4,1,4,28,6,6,6,3,westlake2009,,,ctrl,1,1,0,1,1,0,0,1,0,0,0,0,5,6
194,westlake2009,westlake,2009,2009,exp,gait training with lokomat,1,0,486,2,,,,,0.5,1,0.5,3,1,3,4,1,4,28,6,6,6,3,westlake2009,,,exp,1,1,1,1,1,0,0,1,1,0,0,0,7,6
195,whitall2011,whitall,2011,2011,ctrl,dose-matched therapeutic exercise,1,0,172,2,,,,,,0,,3,1,3,6,1,6,42,18,18,18,1,whitall2011,,,ctrl,1,1,0,1,0,0,0,1,0,0,1,0,5,
195,whitall2011,whitall,2011,2011,exp,bilateral arm training with auditory cuing,1,0,316,2,,,,,,0,,3,1,3,6,1,6,42,18,18,18,1,whitall2011,,,exp,1,1,1,1,0,0,0,1,1,0,1,0,7,
196,widen holmquist1998,widen holmquist,1998,1998,ctrl,routine rehabilitation service in the hospital,1,1,368,1,,,,,,0,,,0,,3 to 4,0,,90,,,,,widen holmquist1998,,,ctrl,1,1,0,1,0,0,1,0,1,0,0,0,5,
196,widen holmquist1998,widen holmquist,1998,1998,exp,early discharge with home rehabilitation for 3-4 months,1,0,264,1,,,,,0.5,1,0.5,2,1,2,3 to 4,0,,90,,,,,widen holmquist1998,,,exp,1,1,0,1,1,1,1,1,1,1,1,1,11,
197,winstein2004,winstein,2004,2004,ctrl,standard care,1,1,125,5,y,y,,3,1,1,1,5,1,5,4,1,4,28,20,20,20,2,winstein2004,,,ctrl,1,0,0,1,1,0,1,1,0,0,0,0,5,6
197,winstein2004,winstein,2004,2004,exp,strength training,1,0,247,6,y,y,,3,1,1,1,5,1,5,4,1,4,28,40,40,40,2,winstein2004,,,exp,1,1,1,1,1,0,1,1,1,1,0,0,9,6
197,winstein2004,winstein,2004,2004,exp,function task,1,0,283,4,y,y,,3,1,1,1,5,1,5,4,1,4,28,40,40,40,2,winstein2004,,,exp,1,1,0,1,1,0,1,1,1,0,0,0,7,6
198,wittenberg2003,wittenberg,2003,2003,exp,modified CIMT,1,0,105,1,,,,,,0,,,0,,,0,,10,216,136,56,1,wittenberg2003,,,exp,1,1,0,1,0,0,1,1,0,0,0,0,5,6
198,wittenberg2003,wittenberg,2003,2003,ctrl,placebo like intervention with no expected effects (focused on the unaffected arm),1,0,125,2,y,y,,3,,0,,,0,,,0,,10,0,0,0,1,wittenberg2003,,,ctrl,1,1,1,1,0,0,1,1,0,0,0,0,6,6
199,wolf2006; 2010,wolf,2006; 2010,2006,exp,cimt,1,0,282,6,y,y,,2,,0,,,0,,2,1,2,14,261.6,160.8,60,1,wolf2006; 2010,Ref. 21 and 22,1,exp,1,1,0,1,1,1,1,1,1,0,1,0,9,6
199,wolf2006; 2010,wolf,2006; 2010,2006,ctrl,standard care,1,1,91,0,y,y,,2,,0,,,0,,2,1,2,14,0,0,0,1,wolf2006; 2010,,1,ctrl,1,1,0,1,0,0,1,1,1,0,1,0,7,6
200,wu2007,wu,2007,2007,ctrl,conventional therapy,1,1,186,0,,y,,2,2,1,2,5,1,5,3,1,3,21,52.5,52.5,52.5,1,wu2007,,,ctrl,1,0,1,1,1,0,1,1,0,0,1,0,7,6
200,wu2007,wu,2007,2007,exp,CIMT,1,0,256,0,,y,,2,2,1,2,5,1,5,3,1,3,21,178.5,115.5,52.5,1,wu2007,,,exp,1,1,1,1,1,0,1,1,0,0,1,0,8,6
201,wuB2007,wuB,2007,2007,ctrl,traditional rehabilitation,1,1,154,1,,y,,2,2,1,2,5,1,5,3,1,3,21,30,30,30,1,wuB2007,,,ctrl,1,1,0,1,1,1,1,1,0,0,0,0,7,6
201,wuB2007,wuB,2007,2007,ctrl,modified CIMT,1,0,381,1,,y,,2,2,1,2,5,1,5,3,1,3,21,120,75,30,1,wuB2007,,,ctrl,1,1,1,1,1,1,1,1,1,1,0,0,10,6
202,wu2010,wu,2010,2010,ctrl,routine physical therapy,1,1,137,4,y,,,4,2,1,2,5,1,5,3,1,3,21,30,30,30,1,wu2010,,,ctrl,1,1,0,1,1,0,1,1,0,0,0,0,6,6
202,wu2010,wu,2010,2010,exp,bilateral arm training,1,0,93,4,y,,,4,2,1,2,5,1,5,3,1,3,21,30,30,30,1,wu2010,,,exp,1,1,0,1,1,0,1,1,0,0,0,0,6,6
202,wu2010,wu,2010,2010,exp,distributed CIMT,1,0,108,4,y,,,4,2,1,2,5,1,5,3,1,3,21,156,93,30,1,wu2010,,,exp,1,1,1,1,1,0,1,1,1,0,1,1,10,6
203,wu2012,wu,2012,2012,ctrl,usual and customary care,1,1,216,0,,,,,2,1,2,5,1,5,3,1,3,21,30,30,30,1,wu2012,,,ctrl,1,1,1,1,1,0,1,1,0,0,1,0,8,6
